%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101090.429,302.175,1.165,0.000,-0.016,0.824,-1.297,-0.780,1.284,2.091,0.649,-1.142,-0.854,-0.856,-0.223,0.835,2.535,-1.381,2.408,1.360,1.142,-0.338,-1.983,0.027,-0.120,0.000,535.448,336.520
101090.429,302.176,1.165,0.000,-0.016,0.664,-1.621,-0.446,1.606,2.823,1.081,-0.519,-0.747,-1.284,0.559,-0.417,2.218,-1.062,2.723,1.570,0.831,0.677,-1.994,0.008,-0.120,0.002,535.448,336.520
101102.524,302.173,1.166,0.329,0.063,0.344,-2.162,-0.780,1.392,1.777,0.324,-1.142,-0.641,-1.391,-0.112,0.835,1.901,-1.168,2.513,0.942,0.831,0.564,-1.973,0.027,-0.110,0.001,535.448,336.520
101082.366,302.176,1.165,0.000,-0.095,0.504,-1.189,-1.115,1.284,2.091,0.324,-0.830,-0.641,-0.963,0.112,0.209,2.852,-2.336,3.351,1.256,0.934,0.000,-1.963,0.008,-0.130,0.001,535.448,336.520
101090.429,302.180,1.165,0.000,-0.095,0.184,-2.162,-0.223,1.070,2.196,1.406,-1.660,-0.534,-0.963,0.447,-0.104,2.324,-0.850,2.408,1.674,0.934,-0.225,-2.004,0.008,-0.110,0.001,535.448,336.520
101086.398,302.176,1.165,0.000,-0.016,0.184,-1.297,-0.334,2.248,1.882,1.298,-0.830,-1.388,-1.391,0.559,0.418,2.535,-1.699,3.246,1.047,0.519,0.677,-1.994,0.027,-0.130,0.001,535.448,336.520
101078.335,302.183,1.165,0.329,0.063,0.344,-1.837,-0.223,2.141,2.509,0.649,-1.141,-0.107,-1.712,0.783,0.418,2.429,-1.168,3.037,1.674,0.623,-0.450,-1.983,0.008,-0.120,0.001,535.448,336.520
101082.366,302.180,1.165,0.000,-0.095,0.344,-1.513,-0.780,1.392,2.509,1.190,-1.038,-0.641,-1.070,-0.112,0.522,2.746,-1.487,2.827,1.360,1.246,0.677,-2.004,0.008,-0.130,0.001,535.448,336.520
101086.398,302.178,1.165,0.000,-0.095,0.344,-1.621,-0.111,1.070,2.196,1.298,-1.038,-0.747,-0.214,0.895,-0.417,2.219,-1.912,2.932,1.151,1.038,0.677,-1.983,0.027,-0.120,0.001,535.448,336.520
101086.398,302.180,1.165,0.329,0.063,0.184,-1.513,-0.669,1.606,1.464,0.649,-0.726,-0.534,-1.391,0.224,1.044,1.479,-1.062,3.351,1.047,1.038,1.128,-1.983,-0.012,-0.120,0.001,535.448,336.520
101090.429,302.180,1.165,0.329,0.063,0.344,-1.297,-0.446,1.820,2.196,0.324,-0.934,-0.747,-0.749,0.559,0.731,2.536,-1.381,3.246,1.465,0.311,0.677,-2.025,0.008,-0.120,0.000,535.448,336.520
101102.524,302.180,1.166,0.329,0.063,0.504,-1.297,-0.557,0.963,1.987,1.514,-1.660,-0.747,-0.856,0.112,0.626,2.641,-1.381,2.827,1.360,0.623,-0.113,-1.963,0.008,-0.110,0.001,535.448,336.520
101090.429,302.181,1.165,0.329,0.063,0.664,-1.945,-0.334,1.499,2.091,0.865,-0.415,-0.961,-1.177,0.447,0.104,2.536,-1.062,3.456,1.256,0.935,0.790,-1.973,0.008,-0.120,0.001,535.448,336.520
101102.524,302.184,1.166,0.494,0.142,0.344,-1.729,-0.223,1.820,2.509,1.298,-0.830,-0.641,-1.284,0.336,1.044,1.479,-1.168,2.932,1.360,0.935,0.564,-1.994,0.008,-0.120,0.001,535.448,336.520
101090.429,302.180,1.165,0.329,0.063,0.184,-1.297,-1.672,1.499,2.091,0.649,-0.726,-0.534,-0.749,0.447,0.626,2.641,-1.912,2.723,1.674,1.038,0.113,-1.952,0.008,-0.110,0.000,535.448,336.520
101090.429,302.180,1.165,0.718,0.300,0.344,-1.189,-0.000,0.963,1.882,0.865,-1.349,-0.854,-1.498,0.559,0.313,2.219,-0.956,2.199,1.360,1.142,0.226,-2.004,0.027,-0.130,0.001,535.448,336.520
101094.461,302.176,1.165,0.494,0.142,0.024,-1.405,-0.557,2.141,2.196,1.081,-0.934,-1.175,-0.642,0.783,0.313,2.430,-1.381,3.456,0.314,1.454,0.564,-2.004,0.008,-0.140,0.000,535.448,336.520
101102.524,302.173,1.166,0.494,0.142,0.344,-1.405,-0.780,1.713,2.928,0.973,-0.623,-0.320,-1.712,0.336,1.044,2.747,-1.487,2.618,1.988,0.519,0.564,-1.994,0.008,-0.130,-0.000,535.448,336.520
101106.555,302.178,1.166,0.000,-0.095,0.344,-1.405,-1.337,1.499,2.196,0.108,-1.142,-0.854,-0.963,0.112,0.626,2.324,-2.443,3.350,1.151,1.142,0.338,-0.016,0.027,-0.019,-0.001,535.448,336.520
101106.555,302.176,1.166,0.000,-0.095,0.664,-1.621,-0.111,0.749,2.718,0.973,-1.245,-0.641,-0.749,0.671,0.418,2.641,-1.168,2.303,1.674,0.935,-0.113,-0.016,0.046,-0.029,0.000,535.448,336.520
101102.524,302.178,1.166,0.616,0.221,0.344,-1.729,-0.557,1.499,2.091,0.649,-0.830,-1.708,-0.642,0.671,0.104,2.219,-1.593,3.246,0.837,1.350,0.451,0.016,0.046,-0.029,0.000,535.448,336.520
101098.492,302.178,1.166,0.000,-0.174,0.344,-1.297,-1.003,1.391,2.405,0.649,-0.727,-0.214,-1.819,0.559,0.835,2.747,-2.018,3.246,1.256,0.623,0.113,0.016,0.008,-0.029,-0.000,535.448,336.520
101098.492,302.180,1.166,0.000,-0.095,0.184,-1.189,-1.560,1.284,2.509,1.190,-0.934,-0.747,-1.177,-0.223,0.731,2.641,-1.381,2.617,1.256,1.661,0.226,0.026,0.008,-0.008,0.000,535.448,336.520
101102.524,302.171,1.166,0.000,-0.174,0.184,-1.621,-0.446,0.535,2.300,0.757,-1.141,-0.641,-1.284,0.336,0.209,2.324,-1.593,2.722,0.837,0.623,0.790,-0.005,0.008,-0.029,0.000,535.448,336.520
101086.398,302.175,1.165,0.000,-0.253,0.024,-1.837,-0.223,1.177,1.464,0.865,-1.038,-0.534,-1.070,-0.223,0.731,2.219,-1.487,3.036,1.047,1.142,-0.113,0.016,0.027,0.012,-0.001,535.448,336.520
101102.524,302.176,1.166,0.000,-0.095,0.024,-1.297,-1.003,1.177,2.405,0.757,-0.623,-0.854,-0.963,0.336,0.522,2.641,-2.018,2.513,1.674,1.350,0.790,-0.016,0.046,-0.019,-0.000,535.448,336.520
101090.429,302.176,1.165,0.000,-0.332,0.184,-1.621,-0.111,0.749,2.300,0.973,-1.972,-0.854,-0.963,0.447,0.000,2.852,-1.593,2.513,1.256,0.623,0.226,-0.026,0.027,-0.029,0.001,535.448,336.520
