%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],,,,,,
101771.745,302.263,1.173,24.978,365.912,0,386.404,386.2,388.233,390.099,387.927,386.57,387.243,386.766,387.672,387.466,390.089,385.365,389.854,387.733,387.396,387.248,-6.955,-2.41,-0.126,-0.089,535.448,336.52,,,,,,
101759.651,302.265,1.173,24.974,365.754,0.16,384.78,385.865,388.019,388.008,387.71,384.387,385.746,385.693,387.448,387.466,389.455,385.577,389.539,387.838,388.642,387.022,-6.955,-2.41,-0.146,-0.089,535.448,336.52,,,,,,
101743.525,302.262,1.173,24.979,365.833,-0.16,385.863,387.539,389.518,390.099,388.467,387.298,386.922,386.98,388.231,387.883,390.195,386.322,390.901,388.989,388.331,388.037,-6.934,-2.41,-0.106,-0.089,535.448,336.52,,,,,,
101747.557,302.26,1.173,24.973,365.675,-0.32,385.538,387.093,389.518,390.412,389.55,387.09,387.457,386.444,388.231,388.405,389.984,386.641,390.691,388.78,388.954,387.924,-6.966,-2.391,-0.126,-0.09,535.448,336.52,,,,,,
101747.557,302.255,1.173,24.975,365.754,-0.32,386.188,385.641,388.447,389.367,388.468,385.947,385.853,386.551,387.336,387.257,389.878,384.833,390.063,388.57,388.331,387.135,-6.976,-2.41,-0.116,-0.091,535.448,336.52,,,,,,
101747.557,302.26,1.173,24.97,365.595,-0.32,385.322,386.423,388.447,389.681,388.144,386.57,386.603,387.624,388.231,387.362,390.089,386.003,390.168,388.675,388.331,387.924,-6.997,-2.429,-0.106,-0.091,535.448,336.52,,,,,,
101747.557,302.263,1.173,24.973,365.675,-0.16,384.672,385.865,387.805,388.321,387.82,385.115,386.068,385.586,387.672,387.466,389.455,385.577,390.063,387.419,388.331,386.684,-6.945,-2.391,-0.106,-0.09,535.448,336.52,,,,,,
101751.588,302.265,1.173,24.967,365.516,-0.32,385.322,385.865,388.554,389.158,386.522,385.739,386.389,385.157,386.556,387.048,388.716,384.407,389.016,387.838,386.981,386.684,-6.966,-2.448,-0.136,-0.091,535.448,336.52,,,,,,
101759.651,302.265,1.173,24.961,365.358,-0.16,385.213,386.423,388.34,389.471,388.577,385.739,386.817,386.551,387.674,387.466,390.512,386.216,390.063,388.884,388.746,387.924,-6.924,-2.41,-0.126,-0.09,535.448,336.52,,,,,,
101755.62,302.265,1.173,24.975,365.754,-0.16,386.188,387.316,388.661,390.203,388.144,386.674,386.282,386.551,388.345,387.57,389.94,385.79,389.958,388.256,388.019,387.699,-6.934,-2.41,-0.116,-0.089,535.448,336.52,,,,,,
101755.62,302.265,1.173,24.967,365.516,0,385.105,386.088,389.304,389.576,388.144,386.155,386.603,385.479,387.003,387.675,388.672,385.684,389.539,387.942,388.227,387.812,-6.924,-2.448,-0.126,-0.089,535.448,336.52,,,,,,
101755.62,302.267,1.173,24.972,365.675,-0.64,385.863,385.418,388.768,389.367,387.82,386.57,387.458,387.302,388.233,387.779,390.574,385.471,390.111,389.094,388.642,387.248,-6.924,-2.429,-0.116,-0.089,535.448,336.52,,,,,,
101755.62,302.262,1.173,24.967,365.516,-0.32,385.322,386.535,388.233,389.367,388.36,385.947,386.71,386.122,388.345,387.466,389.623,385.471,389.378,388.258,387.915,387.586,-6.934,-2.429,-0.126,-0.09,535.448,336.52,,,,,,
101759.651,302.257,1.173,24.963,365.437,-0.32,385.646,386.981,388.875,388.74,388.36,386.155,386.175,386.766,387.898,387.57,389.306,385.365,389.483,387.839,387.859,387.699,-6.945,-2.448,-0.116,-0.091,535.448,336.52,,,,,,
101759.651,302.263,1.173,24.963,365.437,-0.48,385.322,385.753,388.019,389.576,387.171,385.947,386.71,386.015,387.45,387.779,390.468,386.003,389.587,388.781,388.378,387.587,-6.966,-2.41,-0.116,-0.089,535.448,336.52,,,,,,
101743.525,302.262,1.173,24.965,365.437,-0.64,386.19,387.093,389.411,390.099,389.225,386.363,387.244,387.195,387.45,388.51,390.468,386.748,390.844,389.095,388.794,387.813,-6.945,-2.391,-0.126,-0.09,535.448,336.52,,,,,,
101751.588,302.257,1.173,24.962,365.358,-0.48,386.84,387.763,389.839,390.935,389.658,387.298,387.138,386.766,388.569,387.362,390.468,386.322,390.425,387.839,388.171,387.587,-6.934,-2.41,-0.116,-0.091,535.448,336.52,,,,,,
101751.588,302.257,1.173,24.97,365.595,-0.32,384.458,386.535,388.981,389.576,388.793,386.259,386.924,386.122,387.674,388.614,390.046,386.748,390.739,388.781,389.624,389.279,-6.934,-2.41,-0.116,-0.089,535.448,336.52,,,,,,
101747.557,302.262,1.173,24.965,365.437,-0.48,387.164,387.205,390.159,390.935,389.225,386.986,387.031,387.195,387.786,388.51,390.68,385.897,390.53,389.095,389.001,388.151,-6.945,-2.429,-0.085,-0.091,535.448,336.52,,,,,,
101759.651,302.26,1.173,25.221,373.024,-0.16,393.55,394.239,396.903,397.836,395.389,394.264,394.197,393.738,395.725,396.234,398.117,393.983,398.44,396.419,395.599,395.257,-5.029,-2.275,0.016,-0.077,535.448,336.52,,,,,,
101759.651,302.262,1.173,25.213,372.787,-0.16,393.333,393.457,396.582,397.313,396.362,393.225,393.983,394.274,394.607,395.608,398.117,393.663,397.917,395.896,396.326,395.144,-5.008,-2.275,0.006,-0.075,535.448,336.52,,,,,,
101759.651,302.26,1.173,25.216,372.866,0,393.766,394.797,396.689,397.313,396.254,394.472,394.09,394.059,396.061,394.877,397.589,393.77,397.707,395.791,395.807,394.354,-4.987,-2.256,0.016,-0.077,535.448,336.52,,,,,,
101775.777,302.262,1.173,25.217,372.945,-0.16,392.034,393.457,396.154,396.057,395.605,393.537,394.197,393.416,394.942,395.086,396.321,392.812,396.66,395.163,395.184,394.467,-5.019,-2.256,0.006,-0.076,535.448,336.52,,,,,,
101759.651,302.259,1.173,25.21,372.708,-0.16,393.441,392.899,395.833,397.417,395.606,393.745,393.983,394.167,395.054,395.19,397.378,393.238,397.288,395.582,395.807,394.693,-5.019,-2.256,0.016,-0.076,535.448,336.52,,,,,,
101759.651,302.26,1.173,25.213,372.787,-0.16,393.333,394.462,395.405,396.685,395.065,392.913,393.662,393.845,395.278,394.146,396.85,393.344,396.346,395.687,395.288,394.918,-5.05,-2.256,0.006,-0.076,535.448,336.52,,,,,,
101755.62,302.255,1.173,25.211,372.708,-0.16,393.117,393.792,396.475,396.475,395.39,393.641,394.09,393.63,394.942,394.877,396.321,392.599,396.974,394.849,394.872,394.016,-5.029,-2.256,0.006,-0.076,535.448,336.52,,,,,,
101755.62,302.26,1.173,25.211,372.708,0,392.575,392.899,395.94,396.58,394.633,393.329,393.769,392.451,394.607,394.668,396.955,393.131,397.602,395.791,394.976,394.805,-5.039,-2.294,0.016,-0.075,535.448,336.52,,,,,,
101755.62,302.259,1.173,25.208,372.629,0.16,393.117,393.234,396.047,397.521,395.931,393.121,393.876,393.309,394.434,394.877,396.744,393.344,397.288,395.582,395.807,393.79,-5.008,-2.237,0.016,-0.075,535.448,336.52,,,,,,
101755.62,302.259,1.173,25.208,372.629,0.16,392.142,394.239,395.191,396.789,395.822,394.056,393.983,393.952,395.441,394.459,397.378,392.919,397.812,394.535,395.391,394.918,-5.06,-2.275,0.016,-0.075,535.448,336.52,,,,,,
101763.683,302.257,1.173,25.196,372.313,0,391.709,392.899,395.191,396.266,394.957,393.121,393.769,392.451,394.211,394.564,396.066,392.493,397.184,394.745,394.872,394.467,-5.008,-2.314,-0.014,-0.075,535.448,336.52,,,,,,
101775.777,302.259,1.173,25.211,372.787,0.16,392.467,392.675,395.833,396.162,395.065,392.705,393.555,393.952,394.546,394.668,397.334,392.069,397.079,395.687,395.184,395.144,-5.039,-2.275,-0.004,-0.076,535.448,336.52,,,,,,
101755.62,302.26,1.173,25.208,372.629,0.16,392.792,395.02,395.833,397.312,395.606,393.225,394.197,393.845,396,394.981,397.229,393.452,396.707,396.105,395.703,394.016,-5.019,-2.294,0.016,-0.075,535.448,336.52,,,,,,
101763.683,302.263,1.173,25.21,372.708,0.16,392.575,394.015,396.475,396.162,395.282,393.017,393.02,393.63,395.441,394.877,396.912,392.281,397.126,394.851,395.495,394.918,-5.029,-2.275,0.006,-0.075,535.448,336.52,,,,,,
101771.745,302.262,1.173,25.206,372.629,0,392.792,394.127,396.047,396.58,394.741,393.017,394.09,393.309,394.993,395.399,397.651,392.92,397.335,396.734,395.081,395.595,-5.029,-2.314,0.006,-0.077,535.448,336.52,,,,,,
101771.745,302.26,1.173,25.204,372.55,0.16,393.333,394.239,396.796,397.626,396.471,393.849,394.731,394.167,396,395.608,398.285,393.558,397.859,396.316,396.119,394.468,-5.008,-2.294,-0.004,-0.077,535.448,336.52,,,,,,
101755.62,302.268,1.173,25.206,372.55,0.32,393.552,394.239,396.368,398.044,395.606,393.745,393.448,393.952,395.329,394.146,396.912,393.026,397.963,395.165,395.704,395.483,-5.019,-2.275,0.006,-0.075,535.448,336.52,,,,,,
101763.683,302.259,1.173,25.205,372.55,-0.16,392.361,393.567,396.047,396.685,395.606,393.849,394.411,394.381,395.441,395.608,397.229,393.665,398.173,396.002,396.639,395.822,-5.019,-2.294,0.036,-0.076,535.448,336.52,,,,,,
101747.557,302.262,1.173,25.201,372.392,0.16,393.336,393.456,396.153,397.626,395.822,394.576,394.838,394.488,396,395.712,398.496,393.984,398.277,397.048,397.158,396.047,-5.019,-2.294,-0.004,-0.075,535.448,336.52,,,,,,
101763.683,302.259,1.173,25.202,372.471,0.16,394.527,395.354,397.437,398.15,397.337,394.264,395.48,395.239,396.447,396.025,397.968,393.771,397.335,396.316,395.185,394.807,-4.987,-2.275,0.006,-0.076,535.448,336.52,,,,,,
101755.62,302.267,1.173,24.945,364.884,-0.16,387.489,388.77,389.948,391.67,390.308,387.82,388.315,388.484,390.023,388.93,391.419,387.495,391.472,390.097,390.559,388.942,-3.051,-2.121,0.107,-0.057,535.448,336.52,,,,,,
101747.557,302.267,1.173,24.946,364.884,0.16,387.489,388.32,390.911,390.833,390.092,388.132,388.208,387.948,389.464,389.451,390.68,387.495,391.263,389.05,389.313,388.942,-3.009,-2.083,0.087,-0.056,535.448,336.52,,,,,,
101747.557,302.263,1.173,24.943,364.805,-0.16,386.407,388.097,390.266,391.67,388.902,387.613,388.315,387.948,389.464,389.556,392.37,387.708,391.786,390.516,390.143,389.957,-3.04,-2.083,0.097,-0.057,535.448,336.52,,,,,,
101743.525,302.268,1.173,24.941,364.726,-0.16,388.139,388.32,390.48,391.353,389.984,386.885,387.781,387.841,388.905,388.93,390.997,387.176,391.053,389.783,389.209,387.927,-3.03,-2.083,0.118,-0.057,535.448,336.52,,,,,,
101751.588,302.265,1.173,24.938,364.647,-0.16,386.948,387.65,390.266,390.831,389.334,387.613,387.246,388.055,388.793,388.93,391.419,387.282,392.205,389.888,389.936,389.168,-3.051,-2.121,0.107,-0.056,535.448,336.52,,,,,,
101743.525,302.267,1.173,24.949,364.963,0,386.082,388.208,389.837,391.04,389.55,387.563,388.85,387.304,388.681,389.347,391.314,386.856,391.577,389.888,389.624,389.393,-3.009,-2.121,0.118,-0.057,535.448,336.52,,,,,,
101751.588,302.27,1.173,24.951,365.042,0,388.247,388.32,391.015,392.294,390.848,388.083,389.062,389.128,389.128,389.66,391.63,386.856,391.472,390.202,390.04,388.942,-3.019,-2.083,0.118,-0.056,535.448,336.52,,,,,,
101747.557,302.268,1.173,24.952,365.042,0.32,386.623,388.766,389.73,391.144,389.983,387.875,388.741,388.482,390.023,388.721,391.736,387.708,391.472,391.144,390.247,390.634,-3.019,-2.064,0.118,-0.056,535.448,336.52,,,,,,
101751.588,302.268,1.173,24.957,365.2,0.16,388.247,389.101,391.55,391.563,390.848,388.811,388.741,388.804,389.799,389.869,390.891,387.495,392.519,389.469,390.143,389.844,-3.04,-2.064,0.118,-0.057,535.448,336.52,,,,,,
101747.557,302.268,1.173,24.968,365.516,-0.16,387.922,389.101,391.657,392.294,390.415,388.811,390.025,389.34,390.806,390.596,393.426,388.346,393.042,391.248,390.04,389.844,-3.009,-2.102,0.128,-0.056,535.448,336.52,,,,,,
101751.588,302.27,1.173,24.957,365.2,-0.16,388.139,387.985,390.908,392.19,390.956,387.667,389.169,388.482,389.687,389.239,392.159,387.92,392.31,390.62,390.143,389.393,-2.999,-2.083,0.107,-0.057,535.448,336.52,,,,,,
101755.62,302.268,1.173,24.961,365.358,-0.16,387.814,389.213,390.908,392.085,390.523,389.123,388.527,388.911,390.247,389.865,392.476,388.77,392.728,389.678,390.766,390.07,-3.019,-2.102,0.097,-0.057,535.448,336.52,,,,,,
101747.557,302.27,1.173,24.949,364.963,-0.16,387.597,388.655,391.122,391.667,390.956,388.499,389.383,388.16,389.576,390.179,392.053,387.919,392.204,390.411,390.04,389.732,-3.009,-2.102,0.118,-0.056,535.448,336.52,,,,,,
101747.557,302.267,1.173,24.952,365.042,0.16,387.706,387.538,390.159,391.04,389.442,387.771,388.527,389.126,389.24,389.657,391.63,387.706,391.785,391.083,390.662,390.183,-3.072,-2.102,0.118,-0.057,535.448,336.52,,,,,,
101751.588,302.267,1.173,24.959,365.279,-0.32,387.597,388.99,390.587,392.399,391.172,388.499,388.955,389.018,390.247,389.344,391.947,388.026,391.785,390.141,390.143,389.506,-3.019,-2.102,0.107,-0.056,535.448,336.52,,,,,,
101751.588,302.265,1.173,24.959,365.279,-0.16,387.489,388.431,390.587,390.308,390.415,387.875,388.634,388.16,389.24,390.179,391.208,387.813,391.994,390.56,390.351,390.068,-3.03,-2.121,0.118,-0.056,535.448,336.52,,,,,,
101763.683,302.267,1.173,24.96,365.358,0.16,388.246,388.543,390.908,392.19,389.983,388.499,388.848,388.375,389.911,390.387,391.842,386.962,391.889,390.141,389.624,389.842,-3.019,-2.083,0.128,-0.057,535.448,336.52,,,,,,
101751.588,302.27,1.173,24.965,365.437,-0.32,387.488,388.321,390.48,391.772,390.848,387.667,389.169,388.589,389.911,389.865,392.476,388.558,391.889,390.351,390.247,389.278,-3.019,-2.083,0.107,-0.056,535.448,336.52,,,,,,
101755.62,302.265,1.173,24.959,365.279,-0.32,387.488,388.991,390.909,391.772,390.307,388.395,388.099,388.482,389.799,389.552,392.476,388.132,392.727,390.665,390.351,390.406,-2.988,-2.083,0.118,-0.057,535.448,336.52,,,,,,
101755.62,302.267,1.173,24.97,365.595,-0.32,387.813,388.991,392.194,392.502,390.307,388.499,389.597,387.838,390.023,390.283,391.842,388.238,392.308,391.606,389.936,389.955,-2.988,-2.064,0.128,-0.057,535.448,336.52,,,,,,
101759.651,302.271,1.173,24.923,364.252,-0.32,387.162,388.768,391.016,392.085,390.955,388.858,389.597,388.911,390.468,391.224,392.413,389.195,393.204,390.977,390.927,389.955,-1.083,-1.544,0.26,-0.038,535.448,336.52,,,,,,
101743.525,302.273,1.173,24.928,364.331,-0.48,388.678,388.433,391.23,392.19,391.063,387.818,388.634,388.375,389.014,389.136,391.779,386.535,391.529,390.14,390.407,389.278,-1.093,-1.544,0.26,-0.037,535.448,336.52,,,,,,
101755.62,302.271,1.173,24.932,364.489,-0.32,387.054,388.656,390.16,392.085,390.306,388.234,388.848,388.16,390.692,388.823,392.624,388.344,392.053,391.187,391.134,390.519,-1.083,-1.583,0.26,-0.037,535.448,336.52,,,,,,
101763.683,302.27,1.173,24.923,364.252,-0.32,388.678,389.326,392.087,392.504,390.955,389.378,389.383,389.876,390.58,390.702,392.519,389.195,393.623,390.873,391.03,390.745,-1.062,-1.525,0.25,-0.037,535.448,336.52,,,,,,
101767.714,302.271,1.173,24.93,364.489,0,389.327,389.549,392.194,393.758,391.388,389.482,389.918,389.34,391.251,391.224,393.153,388.769,393.204,391.187,391.446,390.632,-1.072,-1.544,0.26,-0.038,535.448,336.52,,,,,,
101771.745,302.275,1.173,24.935,364.647,-0.32,388.461,388.991,391.444,392.294,391.497,388.754,389.49,389.447,391.251,390.806,392.73,389.195,392.262,390.873,391.134,389.165,-1.062,-1.564,0.25,-0.037,535.448,336.52,,,,,,
101751.588,302.273,1.173,24.938,364.647,0,389.111,389.661,391.658,392.19,391.497,389.17,388.527,389.018,390.692,390.284,392.413,388.876,393.204,390.768,390.615,390.406,-1.072,-1.544,0.25,-0.038,535.448,336.52,,,,,,
101771.745,302.276,1.173,24.936,364.647,-0.16,387.92,389.661,392.408,392.085,391.713,389.794,390.56,389.34,391.251,391.537,392.624,388.876,393.519,391.815,390.719,390.181,-1.114,-1.525,0.27,-0.037,535.448,336.52,,,,,,
101767.714,302.271,1.173,24.928,364.41,-0.16,388.353,388.209,391.016,391.667,390.956,388.234,388.848,388.589,389.352,389.971,392.307,387.386,392.053,391.291,390.823,390.293,-1.052,-1.544,0.26,-0.037,535.448,336.52,,,,,,
101767.714,302.275,1.173,24.933,364.568,-0.16,388.353,390.442,391.872,392.817,391.821,389.794,390.346,390.198,392.036,390.389,393.258,390.046,393.623,392.129,392.173,392.098,-1.062,-1.506,0.25,-0.037,535.448,336.52,,,,,,
101783.84,302.276,1.173,24.931,364.568,-0.16,389.544,390.554,392.836,393.34,392.362,390.937,390.56,390.627,391.589,392.581,393.848,390.259,394.566,392.547,393.003,392.775,-1.083,-1.544,0.26,-0.037,535.448,336.52,,,,,,
101747.557,302.273,1.173,24.93,364.41,-0.16,389.977,391.782,393.585,394.176,392.254,390.625,391.308,390.305,392.484,391.85,394.482,389.834,394.147,392.756,391.861,391.985,-1.093,-1.544,0.25,-0.037,535.448,336.52,,,,,,
101759.651,302.276,1.173,24.932,364.489,-0.16,389.977,390.331,393.264,394.595,392.902,390.002,391.094,391.056,391.701,392.789,394.693,391.111,394.718,393.07,393.315,391.196,-1.124,-1.544,0.27,-0.037,535.448,336.52,,,,,,
101759.651,302.273,1.173,24.934,364.568,-0.16,390.302,391.559,393.478,393.863,392.686,390.937,391.094,390.734,392.26,391.641,395.01,390.366,394.613,392.444,392.796,391.872,-1.104,-1.506,0.26,-0.037,535.448,336.52,,,,,,
101763.683,302.273,1.173,24.936,364.647,-0.32,389.219,390.442,392.087,393.34,392.794,389.586,390.239,389.876,391.701,391.432,392.897,389.409,393.042,392.234,391.182,390.857,-1.083,-1.506,0.26,-0.038,535.448,336.52,,,,,,
101755.62,302.273,1.173,24.937,364.647,0.32,388.786,389.438,391.979,392.399,391.713,390.002,390.132,390.091,390.47,391.224,393.742,388.877,393.775,391.606,392.22,390.971,-1.093,-1.544,0.27,-0.037,535.448,336.52,,,,,,
101759.651,302.278,1.173,24.94,364.726,0,389.438,390.219,392.194,393.235,391.929,389.482,389.918,390.413,391.365,390.91,393.214,389.941,392.938,392.967,391.908,391.648,-1.093,-1.544,0.28,-0.038,535.448,336.52,,,,,,
101767.714,302.271,1.173,24.941,364.805,0,389.546,391.559,393.799,394.386,393.335,391.249,391.201,391.056,392.819,392.059,393.953,389.622,394.508,391.92,392.012,391.648,-1.093,-1.544,0.25,-0.037,535.448,336.52,,,,,,
101763.683,302.276,1.173,24.937,364.647,-0.32,388.355,389.773,391.978,393.445,391.388,390.002,390.132,389.34,391.477,391.85,394.059,389.409,393.357,391.92,391.285,390.633,-1.072,-1.544,0.26,-0.037,535.448,336.52,,,,,,
101763.683,302.273,1.173,24.944,364.884,0.16,389.005,389.549,392.299,392.817,391.713,388.858,390.132,389.984,390.694,391.537,393.108,389.622,393.042,391.92,391.908,390.858,-1.072,-1.564,0.27,-0.037,535.448,336.52,,,,,,
101763.683,302.271,1.173,25.039,367.65,0,388.895,389.55,391.874,392.191,391.605,389.379,389.919,389.127,391.14,390.807,392.897,388.983,393.774,391.502,391.343,391.197,0,-1.198,0.341,-0.026,535.448,336.52,,,,,,
101751.588,302.273,1.173,25.038,367.571,-0.16,389.437,389.549,392.516,394.073,391.605,389.899,390.668,390.414,391.923,392.164,394.059,389.09,393.146,391.606,391.032,389.843,0.031,-1.198,0.341,-0.026,535.448,336.52,,,,,,
101751.588,302.275,1.173,25.038,367.571,-0.32,388.462,387.874,391.016,391.25,390.307,387.507,388.528,388.376,389.351,389.972,391.629,388.238,391.68,390.874,390.616,388.941,0.021,-1.198,0.341,-0.027,535.448,336.52,,,,,,
101755.62,302.271,1.173,25.034,367.492,-0.32,387.488,389.214,391.658,392.294,391.064,388.859,388.742,389.127,390.805,389.763,392.369,388.451,392.622,390.769,390.097,390.182,0.01,-1.237,0.341,-0.026,535.448,336.52,,,,,,
101751.588,302.271,1.173,25.03,367.334,-0.32,387.705,389.661,391.444,392.504,390.74,389.379,389.812,389.234,390.917,390.912,392.686,389.622,393.46,392.025,391.343,391.31,0.01,-1.198,0.341,-0.026,535.448,336.52,,,,,,
101755.62,302.268,1.173,25.026,367.255,-0.32,389.653,389.549,392.301,393.131,391.497,389.794,389.812,389.77,390.134,390.39,393.003,389.302,393.565,392.025,391.551,391.422,0.021,-1.179,0.351,-0.026,535.448,336.52,,,,,,
101751.588,302.27,1.173,25.032,367.413,-0.64,389.437,391.336,391.872,393.131,392.578,390.937,390.989,390.628,392.035,391.329,393.848,390.26,393.46,392.758,392.278,392.438,0,-1.198,0.331,-0.026,535.448,336.52,,,,,,
101751.588,302.27,1.173,25.027,367.255,-0.32,389.653,390.666,393.585,392.817,392.902,390.729,391.203,391.378,392.706,392.999,394.27,390.473,394.612,392.862,393.42,393.227,0,-1.198,0.331,-0.026,535.448,336.52,,,,,,
101759.651,302.275,1.173,25.026,367.255,-0.16,391.061,391.336,394.227,394.072,393.011,391.353,391.416,390.842,392.372,392.582,393.848,390.047,394.088,392.653,392.07,391.422,0,-1.179,0.341,-0.027,535.448,336.52,,,,,,
101763.683,302.273,1.173,25.025,367.255,-0.64,389.329,390.107,392.622,393.445,392.254,389.274,390.989,391.056,391.813,391.746,394.482,390.473,394.193,392.967,392.693,391.648,0.062,-1.179,0.341,-0.026,535.448,336.52,,,,,,
101759.651,302.276,1.173,25.026,367.255,-0.32,390.086,391.559,393.799,394.176,393.119,390.937,390.561,390.627,392.931,392.267,394.905,390.473,394.716,392.339,392.278,392.55,0.021,-1.198,0.331,-0.026,535.448,336.52,,,,,,
101755.62,302.278,1.173,25.032,367.413,-0.16,389.653,391.782,394.013,394.281,393.768,391.041,391.951,390.413,393.379,392.894,394.589,390.792,394.193,392.653,391.447,391.084,0.052,-1.179,0.341,-0.026,535.448,336.52,,,,,,
101747.557,302.275,1.173,25.025,367.176,-0.48,389.329,389.438,392.622,393.026,392.145,389.586,390.454,390.52,390.806,391.015,393.638,389.409,394.613,392.862,392.693,391.422,0.021,-1.16,0.331,-0.026,535.448,336.52,,,,,,
101763.683,302.268,1.173,25.02,367.097,-0.48,390.195,390.889,392.408,394.072,392.47,390.625,390.561,391.056,392.148,391.641,394.166,390.473,393.985,392.339,392.589,391.761,0.042,-1.179,0.331,-0.026,535.448,336.52,,,,,,
101751.588,302.275,1.173,25.027,367.255,-0.48,388.787,390.219,392.515,392.817,391.929,390.21,390.454,389.769,391.813,391.641,393.004,389.941,394.194,391.816,392.635,391.761,0.031,-1.217,0.341,-0.026,535.448,336.52,,,,,,
101747.557,302.273,1.173,25.014,366.86,-0.32,389.762,389.438,392.194,393.026,390.74,389.69,390.133,390.52,391.253,391.328,393.638,389.196,393.357,391.92,391.078,390.858,0.021,-1.198,0.321,-0.026,535.448,336.52,,,,,,
101759.651,302.273,1.173,25.012,366.86,-0.64,389.438,390.107,391.658,393.34,392.362,389.066,390.24,389.876,392.596,391.224,393.955,389.728,392.833,392.13,391.908,390.858,0.031,-1.179,0.331,-0.027,535.448,336.52,,,,,,
101751.588,302.273,1.173,25.008,366.702,-0.48,388.897,390.666,392.408,393.235,392.254,390.417,389.598,390.198,391.924,391.746,393.426,389.515,393.88,391.292,391.804,391.084,0.031,-1.179,0.331,-0.027,535.448,336.52,,,,,,
101751.588,302.276,1.173,25.008,366.702,-0.48,388.68,389.326,392.299,393.235,391.713,388.962,390.026,388.375,390.582,390.702,393.321,389.09,393.252,391.92,390.87,391.648,0.021,-1.217,0.321,-0.026,535.448,336.52,,,,,,
101751.588,302.273,1.173,25.008,366.702,-0.8,388.572,389.438,391.978,393.235,392.686,390.002,390.133,390.734,390.918,391.85,393.849,389.834,394.299,392.653,392.843,391.422,0.031,-1.198,0.321,-0.026,535.448,336.52,,,,,,
101759.651,302.281,1.173,25.015,366.939,0,389.87,390.667,393.265,393.028,392.578,390.211,390.454,391.057,391.588,392.06,394.165,390.473,394.612,392.025,393.004,391.535,1.072,-0.871,0.382,-0.016,535.448,336.52,,,,,,
101763.683,302.278,1.173,25.028,367.334,0,390.086,390.442,393.158,394.282,392.578,390.211,390.775,390.95,392.483,391.955,394.059,389.941,394.402,392.653,392.278,391.986,1.072,-0.871,0.402,-0.016,535.448,336.52,,,,,,
101751.588,302.276,1.173,25.019,367.018,-0.16,390.195,391.224,393.157,394.073,393.443,390.107,391.203,391.379,392.93,392.582,395.01,391.324,395.03,393.281,393.316,391.422,1.052,-0.89,0.402,-0.017,535.448,336.52,,,,,,
101759.651,302.28,1.173,25.018,367.018,0,390.086,391.447,394.013,394.072,393.227,391.042,390.347,390.843,392.818,391.851,395.01,391.005,394.926,392.862,393.108,393.227,1.072,-0.871,0.392,-0.017,535.448,336.52,,,,,,
101763.683,302.276,1.173,25.012,366.86,0,390.195,391.782,394.334,395.327,393.768,391.77,392.593,391.165,393.377,393.208,394.27,391.005,395.135,393.385,393.42,392.099,1.062,-0.871,0.392,-0.017,535.448,336.52,,,,,,
101759.651,302.276,1.173,25.018,367.018,-0.16,390.519,390.666,392.943,394.176,392.794,391.041,391.737,392.023,392.483,392.477,394.587,390.047,395.449,393.176,393.731,392.55,1.031,-0.929,0.392,-0.015,535.448,336.52,,,,,,
101763.683,302.276,1.173,25.012,366.86,0,390.628,392.117,393.585,395.117,393.335,390.833,391.416,391.379,393.042,392.06,394.693,390.898,394.612,393.804,393.316,392.889,1.072,-0.89,0.392,-0.015,535.448,336.52,,,,,,
101763.683,302.283,1.173,25.015,366.939,-0.16,390.736,391.447,394.12,394.072,393.876,391.041,391.309,391.592,393.265,393.312,394.693,391.005,394.926,392.234,393.316,392.55,1.052,-0.871,0.392,-0.017,535.448,336.52,,,,,,
101763.683,302.276,1.173,25.007,366.702,0,390.628,390.442,393.799,393.967,392.145,390.729,391.096,390.305,392.707,392.164,395.221,389.941,395.03,393.385,392.278,392.438,1.083,-0.871,0.392,-0.016,535.448,336.52,,,,,,
101767.714,302.28,1.173,25.012,366.86,-0.16,390.195,392.117,393.264,394.49,394.092,391.041,391.951,391.7,392.484,392.685,394.587,390.898,394.926,394.327,393.108,392.55,1.072,-0.871,0.412,-0.017,535.448,336.52,,,,,,
101759.651,302.28,1.173,25.013,366.86,-0.16,391.061,392.899,393.692,394.908,393.876,391.977,391.737,392.236,394.385,392.685,395.645,391.856,395.659,393.909,393.212,393.566,1.083,-0.89,0.402,-0.017,535.448,336.52,,,,,,
